946_0001,42.4136411838,-70.9915338347
946_0001,42.4127001966,-70.9920205866
946_0001,42.4121880036,-70.9922354081
946_0001,42.4116890678,-70.9924075346
946_0001,42.4114692347,-70.9924622534
946_0001,42.4107221323,-70.9926111878
946_0001,42.4103757285,-70.9926502577
946_0001,42.4100347636,-70.9926781745
946_0001,42.4096613251,-70.9926848748
946_0001,42.4093484746,-70.992678869
946_0001,42.4090536918,-70.9926630908
946_0001,42.4085589845,-70.9926118888
946_0001,42.408422529,-70.9925948402
946_0001,42.4083895866,-70.992591772
946_0001,42.4083895866,-70.992591772
946_0001,42.4079588758,-70.9925541281
946_0001,42.4078287216,-70.9925348075
946_0001,42.4077164131,-70.9925175653
946_0001,42.4072955855,-70.9924187469
946_0001,42.4071348931,-70.9923815284
946_0001,42.4054079817,-70.9921176951
946_0001,42.4048775382,-70.9920523472
946_0001,42.4033777058,-70.9918215108
946_0001,42.4018734983,-70.9915944231
946_0001,42.4006940875,-70.9914065701
946_0001,42.4002689028,-70.99137778
946_0001,42.4000889026,-70.9913803389
946_0001,42.4000041398,-70.9913869447
946_0001,42.3998510732,-70.991398913
946_0001,42.3997753606,-70.9914043352
946_0001,42.3994191467,-70.9914590335
946_0001,42.3991050318,-70.991539679
946_0001,42.3987696102,-70.9916423386
946_0001,42.3984360343,-70.9917901499
946_0001,42.3980404102,-70.9919928814
946_0001,42.3976398007,-70.9922474815
946_0001,42.3975287136,-70.9923205669
946_0001,42.3974603116,-70.992365913
946_0001,42.3974603116,-70.992365913
946_0001,42.3967007696,-70.9928681023
946_0001,42.3959341821,-70.9933910679
946_0001,42.3951877087,-70.9938709156
946_0001,42.3940640867,-70.9946380831
946_0001,42.3936722421,-70.9948903591
946_0001,42.3931958383,-70.9951958751
946_0001,42.3920072378,-70.9959779501
946_0001,42.3914529384,-70.9963551462
946_0001,42.3909680283,-70.9967243796
946_0001,42.3906040387,-70.997009725
946_0001,42.3904868151,-70.9971235626
946_0001,42.3902818831,-70.9973236085
946_0001,42.3901231704,-70.9974881189
946_0001,42.3901231704,-70.9974881189
946_0001,42.3900316575,-70.9975828714
946_0001,42.3898490817,-70.9978127211
946_0001,42.3894531623,-70.9983278167
946_0001,42.3892691791,-70.9986128291
946_0001,42.3889812729,-70.9990419199
946_0001,42.3885905431,-70.9997420442
946_0001,42.3884872289,-70.9999631119
946_0001,42.3883477729,-71.0002659015
946_0001,42.3883080853,-71.0003524642
946_0001,42.388232941,-71.0004889093
946_0001,42.3881096236,-71.0008433924
946_0001,42.3877501701,-71.0019881867
946_0001,42.3877223171,-71.0020831681
946_0001,42.3876457223,-71.0023288196
946_0001,42.3873713299,-71.0031579211
946_0001,42.3873236606,-71.0033030289
946_0001,42.3872711205,-71.0034640917
946_0001,42.3871646678,-71.0037862271
946_0001,42.38712783,-71.0038979346
946_0001,42.3870468314,-71.0041413951
946_0001,42.3867672171,-71.0049716321
946_0001,42.3867672171,-71.0049716321
946_0001,42.3865770082,-71.0055357603
946_0001,42.3864968754,-71.0057899443
946_0001,42.3864538389,-71.0059283491
946_0001,42.386361513,-71.0062189026
946_0001,42.3861893306,-71.0067647452
946_0001,42.3856235388,-71.0084407634
946_0001,42.3850207792,-71.010205133
946_0001,42.3850199607,-71.0102062497
946_0001,42.3849926104,-71.0102919658
946_0001,42.3847957184,-71.0107102758
946_0001,42.3847257204,-71.010833706
946_0001,42.3846353741,-71.0109472993
946_0001,42.3838161082,-71.0120736821
946_0001,42.3816578092,-71.0149758553
946_0001,42.381598324,-71.0150555189
946_0001,42.3815576678,-71.0151102394
946_0001,42.3810872592,-71.0157445392
946_0001,42.3809535121,-71.0159139699
946_0001,42.3808499223,-71.016076877
946_0001,42.380756237,-71.0162459998
946_0001,42.3806634743,-71.016438803
946_0001,42.380506417,-71.0168079047
946_0001,42.3804297456,-71.0170427771
946_0001,42.3803560445,-71.0173316639
946_0001,42.3802374178,-71.0179010734
946_0001,42.3801958054,-71.0181863828
946_0001,42.3801909987,-71.0185458055
946_0001,42.3802069357,-71.0204562417
946_0001,42.380197269,-71.0209023091
946_0001,42.3801591762,-71.0211779665
946_0001,42.3801106741,-71.0214581437
946_0001,42.3800412676,-71.0217266348
946_0001,42.3799825228,-71.0219195406
946_0001,42.3798942716,-71.0221437589
946_0001,42.3797716152,-71.0224752002
946_0001,42.3797716152,-71.0224752002
946_0001,42.3796264313,-71.0228667691
946_0001,42.3793938753,-71.0234969786
946_0001,42.3790508334,-71.0244178132
946_0001,42.3789512611,-71.0246261949
946_0001,42.3788458543,-71.0248172246
946_0001,42.3787414775,-71.024991961
946_0001,42.3786219946,-71.0251634793
946_0001,42.3785889511,-71.0252022188
946_0001,42.3784835489,-71.0253281072
946_0001,42.378214029,-71.0256484229
946_0001,42.3776119093,-71.0263646498
946_0001,42.3772725708,-71.0267902181
946_0001,42.3770750801,-71.0270774139
946_0001,42.3769086718,-71.0273828806
946_0001,42.3766026464,-71.0279029352
946_0001,42.3763695856,-71.0282159265
946_0001,42.37619399,-71.0284230098
946_0001,42.3759906143,-71.0286143849
946_0001,42.3758159852,-71.0287896306
946_0001,42.3756025594,-71.0289392578
946_0001,42.375173692,-71.0292825648
946_0001,42.3749986754,-71.0294304227
946_0001,42.3747617677,-71.0296760731
946_0001,42.3744725361,-71.0300105611
946_0001,42.3744725361,-71.0300105611
946_0001,42.3742368351,-71.0302832144
946_0001,42.3741783884,-71.0303510038
946_0001,42.3741322308,-71.0304042686
946_0001,42.3738244132,-71.0307573919
946_0001,42.3737951898,-71.0307912862
946_0001,42.3737561317,-71.0308359857
946_0001,42.3728633216,-71.0318747517
946_0001,42.3726858708,-71.0320995906
946_0001,42.372659439,-71.0321453054
946_0001,42.3726381878,-71.0321828402
946_0001,42.3726008493,-71.0322456591
946_0001,42.372467404,-71.0324953357
946_0001,42.3724085959,-71.0326771065
946_0001,42.3723511941,-71.0328673783
946_0001,42.3723149979,-71.0331440903
946_0001,42.3723030779,-71.0356906508
946_0001,42.3722876466,-71.0358106677
946_0001,42.3722604174,-71.0359311412
946_0001,42.372226756,-71.0360216858
946_0001,42.3721391614,-71.036143342
946_0001,42.3716638848,-71.0366878689
946_0001,42.3711728149,-71.037331681
946_0001,42.3709049997,-71.0376748398
946_0001,42.3705619611,-71.0380777553
946_0001,42.3699570798,-71.0388089692
946_0001,42.3691046413,-71.0395312397
946_0001,42.3688052416,-71.0398005972
946_0001,42.3688052416,-71.0398005972
946_0001,42.3662965453,-71.0420568377
946_0001,42.3601154802,-71.047882857
946_0001,42.3598760612,-71.050438678
946_0001,42.3597981254,-71.0507888814
946_0001,42.359639237,-71.051209218
946_0001,42.3595745194,-71.0515016057
946_0001,42.3595431458,-71.0516894171
946_0001,42.3595372503,-71.0517257187
946_0001,42.3595372503,-71.0517257187
946_0001,42.3594466587,-71.0522798768
946_0001,42.3589516899,-71.0561194825
946_0001,42.3588751488,-71.0568359579
946_0001,42.3588840815,-71.0573028278
946_0001,42.3588840815,-71.0573028278
946_0001,42.3588909718,-71.0576672237
946_0001,42.358891134,-71.0577094018
946_0001,42.358945483,-71.0582133241
946_0001,42.3590332596,-71.0587762133
946_0001,42.3590723173,-71.0589431786
946_0001,42.3591156922,-71.0591626534
946_0001,42.3591661906,-71.0593077098
946_0001,42.3592480485,-71.0594728978
946_0001,42.3593227387,-71.0595578468
946_0001,42.3593227387,-71.0595578468
946_0001,42.3593456147,-71.0595839573
946_0001,42.3594438793,-71.0596624526
946_0001,42.3595439541,-71.0597120757
946_0001,42.3596688314,-71.0597892763
946_0001,42.3600248164,-71.0601678996
946_0001,42.3601285913,-71.0602522784
946_0001,42.3602561853,-71.0603224318
946_0001,42.3604221347,-71.0603764088
946_0001,42.3604534759,-71.0603917311
946_0001,42.3605135118,-71.0604479244
946_0001,42.36058847,-71.0605313944
946_0001,42.3606486854,-71.0606345773
946_0001,42.3607062372,-71.0607588691
946_0001,42.3610344752,-71.061561724
946_0001,42.3610818009,-71.0618111506
946_0001,42.3611431572,-71.0620701005
946_0001,42.3611623938,-71.0621495189
946_0001,42.3611676091,-71.0622220042
946_0002,42.3611676091,-71.0622220042
946_0002,42.3611623938,-71.0621495189
946_0002,42.3611431572,-71.0620701005
946_0002,42.3610818009,-71.0618111506
946_0002,42.3610344752,-71.061561724
946_0002,42.3607062372,-71.0607588691
946_0002,42.3606486854,-71.0606345773
946_0002,42.36058847,-71.0605313944
946_0002,42.3605135118,-71.0604479244
946_0002,42.3604534759,-71.0603917311
946_0002,42.3604221347,-71.0603764088
946_0002,42.3602561853,-71.0603224318
946_0002,42.3601285913,-71.0602522784
946_0002,42.3600248164,-71.0601678996
946_0002,42.3596688314,-71.0597892763
946_0002,42.3595439541,-71.0597120757
946_0002,42.3594438793,-71.0596624526
946_0002,42.3593456147,-71.0595839573
946_0002,42.3592731282,-71.0595012128
946_0002,42.3592731282,-71.0595012128
946_0002,42.3592480485,-71.0594728978
946_0002,42.3591661906,-71.0593077098
946_0002,42.3591156922,-71.0591626534
946_0002,42.3590723173,-71.0589431786
946_0002,42.3590332596,-71.0587762133
946_0002,42.358945483,-71.0582133241
946_0002,42.358891134,-71.0577094018
946_0002,42.3588909718,-71.0576672237
946_0002,42.358885481,-71.0573812567
946_0002,42.358885481,-71.0573812567
946_0002,42.3588751488,-71.0568359579
946_0002,42.3589516899,-71.0561194825
